id,organization,site,detected_by,type,os,os_version,hw,address,addresses_scope,addresses_extra,newest_mac,newest_mac_vendor,newest_mac_age,macs,mac_vendors,hostname,hostnames,risk,risk_rank,criticality,criticality_rank,owners,tags,domains,service_count,service_count_tcp,service_count_udp,service_count_arp,service_count_icmp,lowest_ttl,lowest_rtt,services,alive,first_seen_unix,first_seen_iso,last_updated_unix,last_updated_iso,last_seen_unix,last_seen_iso,comments,service_ports_tcp,service_ports_udp,service_protocols,service_products,last_agent_name,last_task_id,source_ids,sources,custom_integration_ids,eol_os,eol_os_ext,serialNumbers,fp.os.cpe23,category,functions
07d32331-fe30-4068-8a48-006d562b79c6,CSC472-001,740_Pitt_County_Schools,icmp,,,,,199.34.228.159,199.34.228.159,,,,,,,PAGES-CUSTOM-64.WEEBLY.COM,PAGES-CUSTOM-64.WEEBLY.COM PAGES-CUSTOM-64,none," -1",unset,0,,,,9,7,0,0,1,6,2654039,,true,1772484744,2026-03-02T20:52:24.000Z,1772484880,2026-03-02T20:54:40.000Z,1772484854,2026-03-02T20:54:14.000Z,,80 443 2082 2083 8080 8443 8880,,http icmp,cloudflare load balancer,EXT-SCANNER-PROD-20260225171228358755031,e9b5e547-078f-4a91-b377-db28be8f14f9,1,runZero,,,,,,IT,
ed056d5c-1b81-4b59-bc7f-a0df7687bfba,CSC472-001,320_Durham_Public_Schools,80/tcp,Server,Debian Linux,11,,159.89.47.121,159.89.47.121,,,,,,,CLOUDWAYSAPPS.COM,CLOUDWAYSAPPS.COM 1118514 1118514.CLOUDWAYSAPPS.COM,medium,2,unset,0,,,,4,3,0,0,0,1,0,,true,1771007719,2026-02-13T18:35:19.000Z,1775068562,2026-04-01T18:36:02.000Z,1775068534,2026-04-01T18:35:34.000Z,,22 80 443,,http ssh tls,nginx openbsd openssh openssl,EXT-SCANNER-PROD-20260323161239636402306,a0c3bd11-5f2f-42be-9796-eeeece4c8e55,1,runZero,,2024-08-14,2026-08-31,,cpe:/o:debian:debian_linux:11,IT,
